Record_ID,Date,Day_of_Week,Is_Weekend,Season,Line,Line_Color,Station_Name,Interchange_Station,Zone,Distance_from_Connaught_Place_km,Opening_Year,Number_of_Platforms,Entry_Count,Exit_Count,Total_Footfall,Peak_Hour_Footfall_Pct,Avg_Fare_INR,Majority_Ticket_Type,Parking_Available,Feeder_Bus_Available,Escalator_Count,Elevator_Count,Weather_Condition,Temperature_C,Is_Festival_Day,Delay_Minutes,Security_Incidents
2193,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Janakpuri West,Yes,West Delhi,16.4,2018,3,18974,19043,38017,42.5,46.5,NCMC Card (One Delhi),Yes,No,2,2,Cold & Cloudy,16.4,0,5.1,0
2194,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Jasola Vihar Shaheen Bagh,No,South Delhi,13.6,2018,2,5518,5464,10982,33.7,46.9,Smart Card (DMRC Card),Yes,No,3,2,Cold & Cloudy,16.4,0,1.4,0
2195,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Kalindi Kunj,No,South Delhi,14.9,2018,2,5813,5780,11593,33.3,43.2,Smart Card (DMRC Card),Yes,Yes,2,2,Cold & Cloudy,16.4,0,2.3,0
2196,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Kalkaji Mandir,Yes,South Delhi,10.6,2018,3,17960,18618,36578,37.4,33.4,QR Ticket (Token-less),No,Yes,2,2,Cold & Cloudy,16.4,0,2.2,0
2197,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Munirka,No,South Delhi,10.3,2017,2,5973,6195,12168,34.6,38.1,QR Ticket (Token-less),No,Yes,3,0,Cold & Cloudy,16.4,0,5.1,0
2198,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Palam,No,South West Delhi,19.2,2018,2,4830,4746,9576,38.5,45.8,Smart Card (DMRC Card),No,No,3,1,Cold & Cloudy,16.4,0,0.2,0
2199,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,R K Puram,No,South Delhi,9.4,2017,2,6521,6780,13301,32.3,39.8,QR Ticket (Token-less),Yes,Yes,3,0,Cold & Cloudy,16.4,0,2.4,1
2200,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Sukhdev Vihar,No,South Delhi,11.8,2018,2,5158,5252,10410,38.0,36.1,Smart Card (DMRC Card),Yes,No,3,2,Cold & Cloudy,16.4,0,0.4,0
2201,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Terminal 1 IGI Airport,No,South West Delhi,15.7,2018,2,5112,5127,10239,34.1,49.1,QR Ticket (Token-less),No,No,3,2,Cold & Cloudy,16.4,0,1.7,0
2202,2024-01-23,Tuesday,0,Winter,Magenta,#C6007E,Vasant Vihar,No,South West Delhi,11.9,2017,2,6178,6264,12442,32.4,39.6,Smart Card (DMRC Card),Yes,Yes,3,0,Cold & Cloudy,16.4,0,2.8,0
2203,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Anand Vihar,No,East Delhi,12.3,2018,2,6775,6661,13436,33.0,41.6,Smart Card (DMRC Card),No,No,3,2,Cold & Cloudy,16.4,0,1.0,0
2204,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Delhi Cantt,No,South West Delhi,15.5,2018,2,5064,5193,10257,40.2,49.7,Smart Card (DMRC Card),Yes,Yes,2,0,Cold & Cloudy,16.4,0,0.3,0
2205,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Hazrat Nizamuddin,No,South Delhi,6.5,2018,2,6877,6654,13531,34.4,28.6,Paper QR Token,Yes,No,2,1,Cold & Cloudy,16.4,0,1.5,0
2206,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Karkarduma,Yes,East Delhi,11.1,2018,3,18031,17533,35564,41.7,37.1,Smart Card (DMRC Card),No,Yes,6,1,Cold & Cloudy,16.4,0,2.7,0
2207,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Lajpat Nagar,Yes,South Delhi,7.8,2018,3,15816,15281,31097,37.0,32.4,QR Ticket (Token-less),Yes,Yes,8,1,Cold & Cloudy,16.4,0,1.4,0
2208,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Majlis Park,No,North Delhi,15.1,2018,2,5766,5771,11537,34.2,43.8,QR Ticket (Token-less),No,Yes,4,1,Cold & Cloudy,16.4,0,1.3,0
2209,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Maujpur-Babarpur,No,East Delhi,11.7,2018,2,6043,5882,11925,40.9,43.4,QR Ticket (Token-less),No,Yes,3,1,Cold & Cloudy,16.4,0,,0
2210,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Mayur Vihar-I,Yes,East Delhi,10.6,2018,3,21962,21171,43133,40.5,33.0,NCMC Card (One Delhi),No,No,4,2,Cold & Cloudy,16.4,0,5.6,0
2211,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Netaji Subhash Place,Yes,North Delhi,12.1,2018,3,19780,19770,39550,30.5,36.0,Paper QR Token,No,Yes,6,1,Cold & Cloudy,16.4,0,1.9,0
2212,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Rajouri Garden,Yes,West Delhi,12.9,2018,3,20387,20077,40464,35.8,37.9,QR Ticket (Token-less),No,Yes,2,1,Cold & Cloudy,16.4,0,0.6,0
2213,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Sarojini Nagar,No,South Delhi,8.4,2018,2,6210,6278,12488,41.5,36.7,Paper QR Token,Yes,No,4,1,Cold & Cloudy,16.4,0,0.1,0
2214,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Shalimar Bagh,No,North Delhi,13.6,2018,2,6669,6523,13192,38.9,39.5,Smart Card (DMRC Card),No,No,2,1,Cold & Cloudy,16.4,0,0.2,0
2215,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Shiv Vihar,No,East Delhi,16.4,2019,2,4677,4663,9340,38.4,55.8,Smart Card (DMRC Card),Yes,No,4,1,Cold & Cloudy,16.4,0,5.1,0
2216,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,South Extension,No,South Delhi,7.9,2018,2,6078,6056,12134,29.7,31.9,Smart Card (DMRC Card),Yes,Yes,2,1,Cold & Cloudy,16.4,0,1.5,0
2217,2024-01-23,Tuesday,0,Winter,Pink,#EC008C,Welcome,Yes,East Delhi,9.4,2018,4,15833,15593,31426,33.7,36.7,Smart Card (DMRC Card),No,Yes,8,1,Cold & Cloudy,16.4,0,2.3,0
2218,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Dilshad Garden,No,East Delhi,16.9,2008,2,5215,5085,10300,42.8,54.2,Smart Card (DMRC Card),No,No,2,0,Cold & Cloudy,16.4,0,1.4,0
2219,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Inderlok,Yes,North Delhi,8.7,2004,3,20218,20938,41156,42.4,33.4,Smart Card (DMRC Card),No,Yes,2,2,Cold & Cloudy,16.4,0,0.1,0
2220,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Kashmere Gate,Yes,North Delhi,5.2,2004,3,21325,20635,41960,42.0,26.5,Paper QR Token,Yes,No,4,1,Cold & Cloudy,16.4,0,0.4,0
2221,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Kohat Enclave,No,North Delhi,11.0,2004,2,5137,5070,10207,39.0,42.4,Smart Card (DMRC Card),Yes,Yes,3,0,Cold & Cloudy,16.4,0,4.2,0
2222,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Netaji Subhash Place,Yes,North Delhi,12.1,2008,3,18921,19488,38409,39.3,41.2,Smart Card (DMRC Card),Yes,Yes,8,1,Cold & Cloudy,16.4,0,0.8,0
2223,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Pitampura,No,North Delhi,13.8,2008,2,5791,5961,11752,28.5,41.8,QR Ticket (Token-less),Yes,Yes,2,2,Cold & Cloudy,16.4,0,2.5,0
2224,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Rithala,No,North Delhi,18.5,2008,2,5144,5058,10202,36.6,55.0,Paper QR Token,Yes,No,4,2,Cold & Cloudy,16.4,0,0.4,0
2225,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Rohini West,No,North Delhi,16.2,2008,2,5869,5886,11755,39.9,50.5,Paper QR Token,Yes,Yes,2,2,Cold & Cloudy,16.4,0,1.2,0
2226,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Seelampur,No,East Delhi,10.4,2004,2,4898,5081,9979,34.5,34.5,Paper QR Token,Yes,No,2,0,Cold & Cloudy,16.4,0,0.6,0
2227,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Shahdara,No,East Delhi,12.6,2004,2,5428,5426,10854,29.4,38.7,QR Ticket (Token-less),Yes,No,3,0,Cold & Cloudy,16.4,0,0.4,0
2228,2024-01-23,Tuesday,0,Winter,Red,#EE1B24,Shastri Park,No,East Delhi,8.9,2004,2,5668,5460,11128,37.8,31.2,Paper QR Token,Yes,No,3,2,Cold & Cloudy,16.4,0,1.2,0
2229,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Badarpur Border,No,South Delhi,18.9,2015,2,4510,4504,9014,39.4,46.5,QR Ticket (Token-less),Yes,No,2,0,Cold & Cloudy,16.4,0,0.9,0
2230,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Faridabad Old,No,Faridabad,24.7,2015,2,4497,4358,8855,33.0,60.0,Smart Card (DMRC Card),Yes,No,4,2,Cold & Cloudy,16.4,0,5.0,0
2231,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Govind Puri,No,South Delhi,12.1,2010,2,6920,6773,13693,37.3,36.6,QR Ticket (Token-less),Yes,Yes,4,1,Cold & Cloudy,16.4,0,0.8,0
2232,2024-01-23,Tuesday,0,Winter,Violet,#92278F,ITO,No,Central Delhi,3.1,2014,2,6099,6162,12261,41.8,22.7,Paper QR Token,Yes,No,3,2,Cold & Cloudy,16.4,0,0.7,0
2233,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Jama Masjid,No,Central Delhi,4.2,2014,2,6999,6910,13909,36.0,24.2,Paper QR Token,No,No,2,0,Cold & Cloudy,16.4,0,2.5,0
2234,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Kalkaji Mandir,Yes,South Delhi,10.6,2010,4,18596,17883,36479,30.0,32.5,NCMC Card (One Delhi),No,Yes,2,2,Cold & Cloudy,16.4,0,1.7,0
2235,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Khan Market,No,Central Delhi,3.9,2010,2,6722,6759,13481,43.4,25.3,NCMC Card (One Delhi),Yes,No,2,1,Cold & Cloudy,16.4,0,0.5,0
2236,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Lajpat Nagar,Yes,South Delhi,7.8,2010,3,20342,20511,40853,44.8,35.2,Smart Card (DMRC Card),No,Yes,8,2,Cold & Cloudy,16.4,0,1.2,0
2237,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Lal Quila,No,Central Delhi,3.8,2014,2,7460,7647,15107,35.6,23.0,QR Ticket (Token-less),Yes,No,3,2,Cold & Cloudy,16.4,0,1.6,0
2238,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Nehru Place,No,South Delhi,9.9,2010,2,6144,6167,12311,43.0,34.1,Smart Card (DMRC Card),No,Yes,2,1,Cold & Cloudy,16.4,0,1.6,0
2239,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Okhla,No,South Delhi,13.4,2015,2,5064,4905,9969,43.4,42.7,QR Ticket (Token-less),No,No,2,2,Cold & Cloudy,16.4,0,1.9,0
2240,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Raja Nahar Singh,No,Faridabad,29.8,2015,2,4812,4878,9690,39.5,60.0,Smart Card (DMRC Card),Yes,No,2,0,Cold & Cloudy,16.4,0,2.9,0
2241,2024-01-23,Tuesday,0,Winter,Violet,#92278F,Tughlakabad,No,South Delhi,16.8,2015,2,4631,4694,9325,35.8,48.7,Paper QR Token,Yes,No,3,0,Cold & Cloudy,16.4,0,3.5,0
2242,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,AIIMS,No,South Delhi,7.1,2005,2,6634,6608,13242,41.4,28.0,Smart Card (DMRC Card),Yes,No,2,0,Cold & Cloudy,16.4,0,0.1,0
2243,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Azadpur,Yes,North Delhi,11.2,2004,4,17570,17256,34826,33.2,35.0,Smart Card (DMRC Card),No,Yes,8,2,Cold & Cloudy,16.4,0,1.9,0
2244,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Central Secretariat,Yes,Central Delhi,2.6,2005,4,18055,18458,36513,32.1,22.8,QR Ticket (Token-less),Yes,No,4,1,Cold & Cloudy,16.4,0,2.2,0
2245,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Chandni Chowk,No,Central Delhi,4.1,2004,2,7246,7208,14454,31.4,24.6,NCMC Card (One Delhi),Yes,Yes,4,2,Cold & Cloudy,16.4,0,3.9,0
2246,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Civil Lines,No,North Delhi,5.9,2004,2,6325,6419,12744,41.3,30.2,NCMC Card (One Delhi),No,No,3,0,Cold & Cloudy,16.4,0,2.5,0
2247,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Hauz Khas,Yes,South Delhi,9.6,2005,3,19996,20726,40722,29.7,35.4,QR Ticket (Token-less),No,No,6,1,Cold & Cloudy,16.4,0,1.7,0
2248,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Huda City Centre,No,Gurugram,27.3,2010,2,3964,4058,8022,30.9,60.0,NCMC Card (One Delhi),Yes,Yes,4,0,Cold & Cloudy,16.4,0,0.9,0
2249,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,INA,Yes,South Delhi,5.8,2005,3,20864,20662,41526,44.8,28.0,Smart Card (DMRC Card),Yes,Yes,2,2,Cold & Cloudy,16.4,0,0.6,0
2250,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Jahangirpuri,No,North Delhi,17.5,2004,2,4093,4013,8106,42.9,48.5,NCMC Card (One Delhi),Yes,Yes,3,1,Cold & Cloudy,16.4,0,3.4,0
2251,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Malviya Nagar,No,South Delhi,11.4,2005,2,5390,5535,10925,36.3,41.9,QR Ticket (Token-less),Yes,Yes,3,2,Cold & Cloudy,16.4,0,2.3,0
2252,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,New Delhi,Yes,Central Delhi,2.0,2005,4,17850,17314,35164,43.6,19.9,QR Ticket (Token-less),No,No,4,2,Cold & Cloudy,16.4,0,1.6,0
2253,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Qutab Minar,No,South Delhi,14.5,2010,2,5514,5475,10989,34.1,37.8,Smart Card (DMRC Card),Yes,No,4,0,Cold & Cloudy,16.4,0,0.5,0
2254,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Rajiv Chowk,Yes,Central Delhi,0.5,2004,4,19327,19936,39263,29.1,19.6,Paper QR Token,Yes,Yes,4,1,Cold & Cloudy,16.4,0,3.7,0
2255,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Saket,No,South Delhi,12.8,2010,2,5946,6034,11980,29.8,40.5,Smart Card (DMRC Card),No,Yes,4,2,Cold & Cloudy,16.4,0,0.3,0
2256,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Samaypur Badli,No,North Delhi,21.3,2015,2,4623,4555,9178,44.9,60.0,QR Ticket (Token-less),No,Yes,4,1,Cold & Cloudy,16.4,0,1.0,0
2257,2024-01-23,Tuesday,0,Winter,Yellow,#FCC80A,Vishwavidyalaya,No,North Delhi,6.8,2004,2,7390,7160,14550,35.4,27.6,QR Ticket (Token-less),Yes,No,3,1,Cold & Cloudy,16.4,0,0.8,0
2258,2024-01-24,Wednesday,0,Winter,Airport Express,#F58220,Delhi Aerocity,No,South West Delhi,13.2,2011,2,5874,6044,11918,33.1,43.6,Paper QR Token,Yes,No,4,0,Cold & Clear,11.9,0,0.4,0
2259,2024-01-24,Wednesday,0,Winter,Airport Express,#F58220,Dhaula Kuan,No,South West Delhi,9.7,2011,2,6439,6488,12927,31.9,36.8,Paper QR Token,No,Yes,4,1,Cold & Clear,11.9,0,1.1,0
2260,2024-01-24,Wednesday,0,Winter,Airport Express,#F58220,IGI Airport,No,South West Delhi,16.5,2011,2,5863,5889,11752,42.7,49.5,QR Ticket (Token-less),No,No,2,1,Cold & Clear,11.9,0,5.4,0
2261,2024-01-24,Wednesday,0,Winter,Airport Express,#F58220,New Delhi,Yes,Central Delhi,2.0,2011,3,17997,18311,36308,41.8,19.3,Smart Card (DMRC Card),Yes,Yes,4,2,Cold & Clear,11.9,0,0.3,0
2262,2024-01-24,Wednesday,0,Winter,Airport Express,#F58220,Shivaji Stadium,No,Central Delhi,2.9,2011,2,6536,6749,13285,43.5,22.7,QR Ticket (Token-less),Yes,Yes,4,2,Cold & Clear,11.9,0,1.3,0
2263,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Akshardham,No,East Delhi,8.2,2009,2,6468,6696,13164,41.5,36.2,NCMC Card (One Delhi),Yes,No,3,1,Cold & Clear,11.9,0,0.4,0
2264,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Botanical Garden,Yes,Noida,17.2,2009,3,19986,19234,39220,31.0,49.0,Paper QR Token,No,No,6,2,Cold & Clear,11.9,0,0.3,0
2265,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Dwarka Mor,No,West Delhi,20.1,2005,2,4246,4114,8360,41.5,49.4,Smart Card (DMRC Card),No,No,4,2,Cold & Clear,11.9,0,2.4,0
2266,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Dwarka Sector 21,Yes,West Delhi,24.6,2010,4,15784,15242,31026,29.8,60.0,Smart Card (DMRC Card),Yes,No,8,2,Cold & Clear,11.9,0,1.1,0
2267,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Indraprastha,No,East Delhi,4.7,2005,2,8203,8464,16667,32.6,27.7,Paper QR Token,Yes,Yes,4,0,Cold & Clear,11.9,0,0.5,0
2268,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Janakpuri West,Yes,West Delhi,16.4,2005,3,16773,16671,33444,32.5,49.9,QR Ticket (Token-less),No,No,4,2,Cold & Clear,11.9,0,0.2,0
2269,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Karol Bagh,No,Central Delhi,6.1,2005,2,7180,7212,14392,44.7,26.7,QR Ticket (Token-less),Yes,Yes,3,2,Cold & Clear,11.9,0,1.5,0
2270,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Kirti Nagar,Yes,West Delhi,10.7,2005,4,16307,16461,32768,37.2,35.6,Smart Card (DMRC Card),No,Yes,4,2,Cold & Clear,11.9,0,0.9,0
2271,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Mandi House,Yes,Central Delhi,2.3,2005,4,17428,17346,34774,30.1,19.9,Smart Card (DMRC Card),No,Yes,8,2,Cold & Clear,11.9,0,3.3,0
2272,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Mayur Vihar-I,Yes,East Delhi,10.6,2009,4,16537,16710,33247,36.9,36.5,Smart Card (DMRC Card),Yes,No,6,1,Cold & Clear,11.9,0,1.2,0
2273,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Noida Sector 18,No,Noida,19.8,2009,2,4597,4714,9311,39.5,60.0,Smart Card (DMRC Card),Yes,Yes,3,1,Cold & Clear,11.9,0,1.2,0
2274,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Rajendra Place,No,Central Delhi,7.4,2005,2,6469,6652,13121,28.6,32.4,Smart Card (DMRC Card),Yes,Yes,2,2,Cold & Clear,11.9,0,2.6,0
2275,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Rajiv Chowk,Yes,Central Delhi,0.5,2005,4,21089,21471,42560,28.9,20.6,Smart Card (DMRC Card),Yes,No,2,1,Cold & Clear,11.9,0,5.3,0
2276,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Rajouri Garden,Yes,West Delhi,12.9,2005,3,19538,19787,39325,35.8,39.0,NCMC Card (One Delhi),No,Yes,2,2,Cold & Clear,11.9,0,0.0,1
2277,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Vaishali,No,Ghaziabad,15.9,2009,2,5818,5611,11429,44.8,51.5,Smart Card (DMRC Card),No,No,3,2,Cold & Clear,11.9,0,0.1,0
2278,2024-01-24,Wednesday,0,Winter,Blue,#00509E,Yamuna Bank,Yes,East Delhi,6.3,2005,3,17362,17737,35099,38.9,29.2,QR Ticket (Token-less),Yes,No,8,2,Cold & Clear,11.9,0,0.2,0
2279,2024-01-24,Wednesday,0,Winter,Green,#00A651,Ashok Park Main,No,West Delhi,9.8,2010,2,5964,6085,12049,36.6,36.3,Smart Card (DMRC Card),Yes,No,4,0,Cold & Clear,11.9,0,0.7,0
2280,2024-01-24,Wednesday,0,Winter,Green,#00A651,Bahadurgarh City,No,Haryana,29.1,2018,2,4281,4143,8424,43.0,60.0,Smart Card (DMRC Card),Yes,Yes,4,1,Cold & Clear,11.9,0,1.6,0
2281,2024-01-24,Wednesday,0,Winter,Green,#00A651,Mundka,No,West Delhi,22.4,2010,2,5228,5268,10496,33.4,53.2,QR Ticket (Token-less),No,No,4,0,Cold & Clear,11.9,0,0.7,0
2282,2024-01-24,Wednesday,0,Winter,Green,#00A651,Nangloi,No,West Delhi,17.6,2010,2,6538,6286,12824,44.9,46.5,Paper QR Token,No,Yes,2,1,Cold & Clear,11.9,0,4.6,0
2283,2024-01-24,Wednesday,0,Winter,Green,#00A651,Peeragarhi,No,West Delhi,14.2,2010,2,5106,5081,10187,40.4,43.9,Smart Card (DMRC Card),No,No,2,2,Cold & Clear,11.9,0,0.2,0
2284,2024-01-24,Wednesday,0,Winter,Green,#00A651,Punjabi Bagh,No,West Delhi,11.5,2010,2,5094,5094,10188,36.4,39.0,Smart Card (DMRC Card),,Yes,3,0,Cold & Clear,11.9,0,0.7,0
2285,2024-01-24,Wednesday,0,Winter,Grey,#808080,Dwarka,No,West Delhi,22.8,2019,2,4779,4731,9510,36.1,52.5,NCMC Card (One Delhi),Yes,Yes,2,1,Cold & Clear,11.9,0,2.9,0
2286,2024-01-24,Wednesday,0,Winter,Grey,#808080,Najafgarh,No,South West Delhi,27.4,2019,2,4266,4212,8478,38.2,60.0,Smart Card (DMRC Card),No,Yes,3,1,Cold & Clear,11.9,0,1.8,0
2287,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Botanical Garden,Yes,Noida,17.2,2018,4,17183,17640,34823,38.3,51.8,Smart Card (DMRC Card),No,No,8,1,Cold & Clear,11.9,0,2.4,0
2288,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Greater Kailash,No,South Delhi,8.9,2018,2,6283,6112,12395,35.7,33.4,QR Ticket (Token-less),No,Yes,4,0,Cold & Clear,11.9,0,1.2,0
2289,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Hauz Khas,Yes,South Delhi,9.6,2017,3,16445,15938,32383,34.3,33.6,Paper QR Token,Yes,No,6,1,Cold & Clear,11.9,0,1.3,0
2290,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,IIT Delhi,No,South Delhi,8.6,2017,2,6164,6070,12234,29.2,33.7,Smart Card (DMRC Card),No,Yes,4,0,Cold & Clear,11.9,0,0.6,0
2291,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Janakpuri West,Yes,West Delhi,16.4,2018,3,17163,16637,33800,44.5,49.5,QR Ticket (Token-less),No,Yes,6,1,Cold & Clear,11.9,0,0.5,1
2292,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Jasola Vihar Shaheen Bagh,No,South Delhi,13.6,2018,2,5404,5435,10839,40.3,40.8,Smart Card (DMRC Card),Yes,Yes,4,1,Cold & Clear,11.9,0,0.1,0
2293,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Kalindi Kunj,No,South Delhi,14.9,2018,2,5709,5486,11195,34.1,45.8,Smart Card (DMRC Card),Yes,Yes,2,0,Cold & Clear,11.9,0,1.8,0
2294,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Kalkaji Mandir,Yes,South Delhi,10.6,2018,3,18545,18560,37105,40.8,34.1,NCMC Card (One Delhi),No,Yes,4,2,Cold & Clear,11.9,0,2.0,0
2295,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Munirka,No,South Delhi,10.3,2017,2,5242,5067,10309,37.7,32.4,QR Ticket (Token-less),Yes,Yes,2,2,Cold & Clear,11.9,0,10.1,0
2296,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Palam,No,South West Delhi,19.2,2018,2,5243,5453,10696,31.7,59.2,QR Ticket (Token-less),No,No,3,1,Cold & Clear,11.9,0,1.7,0
2297,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,R K Puram,No,South Delhi,9.4,2017,2,6791,6655,13446,38.1,34.9,Paper QR Token,No,No,4,0,Cold & Clear,11.9,0,0.9,0
2298,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Sukhdev Vihar,No,South Delhi,11.8,2018,2,5798,5766,11564,40.8,37.7,Smart Card (DMRC Card),No,Yes,2,0,Cold & Clear,11.9,0,0.3,0
2299,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Terminal 1 IGI Airport,No,South West Delhi,15.7,2018,2,5391,5291,10682,40.6,44.8,Smart Card (DMRC Card),Yes,No,3,1,Cold & Clear,11.9,0,3.9,0
2300,2024-01-24,Wednesday,0,Winter,Magenta,#C6007E,Vasant Vihar,No,South West Delhi,11.9,2017,2,5888,5715,11603,28.9,39.4,Paper QR Token,Yes,Yes,3,0,Cold & Clear,11.9,0,2.1,0
2301,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Anand Vihar,No,East Delhi,12.3,2018,2,5405,5290,10695,40.2,43.8,NCMC Card (One Delhi),Yes,Yes,3,2,Cold & Clear,11.9,0,,0
2302,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Delhi Cantt,No,South West Delhi,15.5,2018,2,5362,5420,10782,37.1,43.4,Paper QR Token,No,Yes,3,1,Cold & Clear,11.9,0,3.5,0
2303,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Hazrat Nizamuddin,No,South Delhi,6.5,2018,2,5721,5753,11474,43.8,28.2,Smart Card (DMRC Card),Yes,Yes,4,1,Cold & Clear,11.9,0,0.5,0
2304,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Karkarduma,Yes,East Delhi,11.1,2018,3,16620,16754,33374,34.9,39.7,Smart Card (DMRC Card),No,No,6,2,Cold & Clear,11.9,0,0.2,0
2305,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Lajpat Nagar,Yes,South Delhi,7.8,2018,3,17944,18026,35970,28.5,35.1,Smart Card (DMRC Card),No,No,8,2,Cold & Clear,11.9,0,1.1,0
2306,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Majlis Park,No,North Delhi,15.1,2018,2,4948,4858,9806,38.0,47.2,QR Ticket (Token-less),Yes,Yes,4,0,Cold & Clear,11.9,0,1.2,0
2307,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Maujpur-Babarpur,No,East Delhi,11.7,2018,2,6164,6295,12459,43.8,44.1,Smart Card (DMRC Card),Yes,No,2,2,Cold & Clear,11.9,0,0.6,0
2308,2024-01-24,Wednesday,0,Winter,Pink,#EC008C,Mayur Vihar-I,Yes,East Delhi,10.6,2018,4,17319,17403,34722,34.7,35.5,Smart Card (DMRC Card),Yes,Yes,2,1,Cold & Clear,11.9,0,0.1,0
